account,out_degree,in_degree,total_degree,component_size
C1200787867,1,0,1,2
M1462075828,0,1,1,2
C538964742,1,0,1,2
M2086258146,0,1,1,2
C390568283,1,0,1,2
C7822726,0,1,1,2
C89502467,1,0,1,3
C558650305,0,2,2,3
C988975394,1,0,1,2
M756199895,0,1,1,2
C759595612,1,0,1,2
C1241209333,0,1,1,2
C567884453,1,0,1,2
C831071108,0,1,1,2
C9353488,1,0,1,2
C1661233521,0,1,1,2
C273473264,1,0,1,2
M70347773,0,1,1,2
C1489215862,1,0,1,2
M456408648,0,1,1,2
C1383267804,1,0,1,2
C1438476694,0,1,1,2
C73814914,1,0,1,2
M1045711410,0,1,1,2
C1015682221,1,0,1,2
M1078110101,0,1,1,2
C1796705057,1,0,1,2
C1904191698,0,1,1,2
C1483857518,1,0,1,2
M1685889685,0,1,1,2
C2069772064,1,0,1,2
C724300624,0,1,1,2
C1394883786,1,0,1,2
M1609936761,0,1,1,2
C326582769,1,0,1,2
M1910261239,0,1,1,2
C1221708397,1,0,1,3
C1416152350,0,2,2,3
C2121803710,1,0,1,2
C1016490289,0,1,1,2
C287873819,1,0,1,2
C2107713948,0,1,1,2
C1206048839,1,0,1,3
C870642309,0,2,2,3
C1155565127,1,0,1,3
C92963269,0,2,2,3
C1571903257,1,0,1,2
C1268075707,0,1,1,2
C238506896,1,0,1,2
M1375136327,0,1,1,2
C233380112,1,0,1,5
C1898476252,1,0,1,2
C745678392,0,1,1,2
C1853245528,1,0,1,2
C681818706,0,1,1,2
C366618973,1,0,1,3
C743661837,0,2,2,3
C1798283871,1,0,1,3
C1499142229,0,2,2,3
C1520711220,1,0,1,2
C1063361489,0,1,1,2
C724956313,1,0,1,3
C1241153588,0,2,2,3
C1808548575,1,0,1,3
C499596532,0,2,2,3
C239569700,1,0,1,2
M1627016431,0,1,1,2
C306662112,1,0,1,2
M445799596,0,1,1,2
C1984510457,1,0,1,2
C878186710,0,1,1,2
C1071407295,1,0,1,2
M29049453,0,1,1,2
C407262452,1,0,1,2
M1437081037,0,1,1,2
C1925012119,1,0,1,2
M1849981548,0,1,1,2
C1573070933,1,0,1,2
M1739091943,0,1,1,2
C1280515654,1,0,1,4
C1629316900,1,0,1,2
M1891679848,0,1,1,2
C1369535047,1,0,1,2
C614443215,0,1,1,2
C21446660,1,0,1,3
C1233643257,0,2,2,3
C1485358210,1,0,1,2
C1615146544,0,1,1,2
C1216754628,1,0,1,4
C2081232272,0,3,3,4
C224495464,1,0,1,2
M1155703547,0,1,1,2
C210143237,1,0,1,2
M375939082,0,1,1,2
C350240842,1,0,1,4
C487055947,0,3,3,4
C1104891943,1,0,1,2
M800798509,0,1,1,2
C54609809,1,0,1,2
M1924173296,0,1,1,2
C1670178455,1,0,1,2
M1757888576,0,1,1,2
C537754632,1,0,1,3
C1828826032,0,2,2,3
C476052096,1,0,1,2
C639063504,0,1,1,2
C89365066,1,0,1,2
M2052622398,0,1,1,2
C582256092,1,0,1,2
C1455684004,0,1,1,2
C1715887800,1,0,1,3
C285368974,0,2,2,3
C651129938,1,0,1,3
C1842788649,0,2,2,3
C1459506006,1,0,1,3
C1652438452,0,2,2,3
C128932476,1,0,1,2
C1911519798,0,1,1,2
C1746376911,1,0,1,2
C124383820,0,1,1,2
C1970466849,1,0,1,2
C167119967,0,1,1,2
C1085305809,1,0,1,2
M1540660233,0,1,1,2
C922361413,1,0,1,2
M735924114,0,1,1,2
C771995268,1,0,1,4
C600340590,1,0,1,2
M829358290,0,1,1,2
C420142606,1,0,1,5
C1903512796,0,4,4,5
C1228258416,1,0,1,2
C2073672539,0,1,1,2
C236185206,1,0,1,2
C1198668490,0,1,1,2
C1662433483,1,0,1,2
M1114270909,0,1,1,2
C928035883,1,0,1,2
M629076850,0,1,1,2
C2057687569,1,0,1,2
C596185827,0,1,1,2
C1731689357,1,0,1,2
M626306138,0,1,1,2
C77683275,1,0,1,2
C777286076,0,1,1,2
C614878747,1,0,1,2
C4348984,0,1,1,2
C4979005,1,0,1,2
M1127097935,0,1,1,2
C1341522956,1,0,1,4
C1568673513,0,3,3,4
C2120762334,1,0,1,3
C1179365917,0,2,2,3
C1975349092,1,0,1,2
M1473362925,0,1,1,2
C1224929616,1,0,1,2
M630456873,0,1,1,2
C1587113440,1,0,1,2
C2031551928,0,1,1,2
C1838644930,1,0,1,2
M150831915,0,1,1,2
C167570191,1,0,1,5
C764640354,1,0,1,2
C982598223,0,1,1,2
C888929942,1,0,1,2
C1520010679,0,1,1,2
C948878179,1,0,1,3
C309747976,0,2,2,3
C1546795369,1,0,1,2
M619979099,0,1,1,2
C114854040,1,0,1,2
M1871701159,0,1,1,2
C1731088567,1,0,1,2
M555497386,0,1,1,2
C1851116999,1,0,1,2
M1704693132,0,1,1,2
C1885035217,1,0,1,2
C903169605,0,1,1,2
C376992442,1,0,1,2
M1920374607,0,1,1,2
C450778361,1,0,1,3
C1330963308,0,2,2,3
C22958377,1,0,1,2
M813094122,0,1,1,2
C1862216635,1,0,1,2
C1554188321,0,1,1,2
C770484150,1,0,1,2
C1930885180,0,1,1,2
C927489298,1,0,1,2
C1293121553,0,1,1,2
C1297644326,1,0,1,3
C714151420,0,2,2,3
C1911010456,1,0,1,3
C667504652,0,2,2,3
C654271811,1,0,1,2
C1421072011,0,1,1,2
C453135058,1,0,1,4
C1411973872,0,3,3,4
C1292498012,1,0,1,2
M2073951746,0,1,1,2
C128342584,1,0,1,2
M836950280,0,1,1,2
C258460153,1,0,1,2
C268980686,0,1,1,2
C829644561,1,0,1,2
C631922483,0,1,1,2
C526685837,1,0,1,2
M346367495,0,1,1,2
C1410170135,1,0,1,2
M539309330,0,1,1,2
C726932591,1,0,1,2
M318184810,0,1,1,2
C164751507,1,0,1,3
C1519756772,0,2,2,3
C496160762,1,0,1,2
M2064702720,0,1,1,2
C1493421874,1,0,1,2
C2036791881,0,1,1,2
C473387602,1,0,1,3
C10528102,0,2,2,3
C2003064632,1,0,1,2
M50380129,0,1,1,2
C2026626043,1,0,1,2
M67642252,0,1,1,2
C239860571,1,0,1,2
C692931751,0,1,1,2
C420836263,1,0,1,2
M157969524,0,1,1,2
C641276164,1,0,1,2
M778854229,0,1,1,2
C86230497,1,0,1,2
M612802977,0,1,1,2
C1570811137,1,0,1,2
M743364871,0,1,1,2
C1308323602,1,0,1,3
C1889703062,0,2,2,3
C139978913,1,0,1,2
C1795010306,0,1,1,2
C1283079586,1,0,1,3
C325441325,0,2,2,3
C651746405,1,0,1,5
C116956744,0,4,4,5
C1069647080,1,0,1,2
C695659556,0,1,1,2
C732902844,1,0,1,4
C419620565,0,3,3,4
C1462981417,1,0,1,2
M240695167,0,1,1,2
C1439937749,1,0,1,5
C1395957862,0,4,4,5
C2093320228,1,0,1,2
C1401461278,0,1,1,2
C786948132,1,0,1,3
C69691839,0,2,2,3
C1666059780,1,0,1,2
M102819742,0,1,1,2
C1941286551,1,0,1,3
C1739077031,0,2,2,3
C393240071,1,0,1,2
M1359864280,0,1,1,2
C124823954,1,0,1,2
M1759532202,0,1,1,2
C444782831,1,0,1,2
M1191241320,0,1,1,2
C1196108540,1,0,1,2
M544958833,0,1,1,2
C668205736,1,0,1,2
M447167861,0,1,1,2
C609432633,1,0,1,2
C1612391836,0,1,1,2
C1518398185,1,0,1,3
C1029211742,0,2,2,3
C1597138617,1,0,1,3
C1491406204,0,2,2,3
C261782897,1,0,1,3
C416539734,0,2,2,3
C46266841,1,0,1,2
M1201048198,0,1,1,2
C699088791,1,0,1,2
M1479880737,0,1,1,2
C364547409,1,0,1,6
C1675336288,1,0,1,2
C1090102508,0,1,1,2
C1050670700,1,0,1,2
C967339569,0,1,1,2
C390843037,1,0,1,2
C337136529,0,1,1,2
C343519004,1,0,1,3
C1821305485,0,2,2,3
C244878816,1,0,1,2
M2096552142,0,1,1,2
C1000888136,1,0,1,3
C537512072,0,2,2,3
C970126790,1,0,1,2
C641557559,0,1,1,2
C91632705,1,0,1,2
M1193100709,0,1,1,2
C246043635,1,0,1,2
M1010770328,0,1,1,2
C1912164825,1,0,1,2
C1251135467,0,1,1,2
C108214344,1,0,1,2
C1224635584,0,1,1,2
C1914054134,1,0,1,2
M884492920,0,1,1,2
C204500435,1,0,1,2
M773290991,0,1,1,2
C1423906369,1,0,1,2
C664205711,0,1,1,2
C685612566,1,0,1,2
M1625169144,0,1,1,2
C645957174,1,0,1,2
M1146741048,0,1,1,2
C553898295,1,0,1,3
C570100197,0,2,2,3
C1462040329,1,0,1,2
C1364368585,0,1,1,2
C1621791774,1,0,1,2
M217000428,0,1,1,2
C1661369897,1,0,1,3
C1017070121,0,2,2,3
C677129002,1,0,1,4
C290490567,0,3,3,4
C651903333,1,0,1,2
C785248013,0,1,1,2
C1270948457,1,0,1,2
M2041865664,0,1,1,2
C531582613,1,0,1,2
M839600504,0,1,1,2
C1367369781,1,0,1,2
C1284610653,0,1,1,2
C665112398,1,0,1,2
M1664276403,0,1,1,2
C1472379168,1,0,1,2
C2140890883,0,1,1,2
C1774339752,1,0,1,2
M740586455,0,1,1,2
C2146692740,1,0,1,2
M1092406957,0,1,1,2
C1813913638,1,0,1,2
M1312940189,0,1,1,2
C1000534596,1,0,1,3
C1560648238,0,2,2,3
C649192368,1,0,1,2
C242433611,0,1,1,2
C62801724,1,0,1,4
C1997490429,0,3,3,4
C789199810,1,0,1,2
M1805302412,0,1,1,2
C1974728671,1,0,1,2
M1598835345,0,1,1,2
C433030075,1,0,1,2
M1385220859,0,1,1,2
C1807952161,1,0,1,2
M1103305201,0,1,1,2
C1564222203,1,0,1,4
C1372353180,0,3,3,4
C1374607147,1,0,1,3
C467413357,0,2,2,3
C777848336,1,0,1,2
C1281153846,0,1,1,2
C807462584,1,0,1,4
C1257192632,1,0,1,2
C1289562056,0,1,1,2
C1013552286,1,0,1,2
C657327066,0,1,1,2
C767209481,1,0,1,6
C24958230,1,0,1,2
M1905348996,0,1,1,2
C2034227781,1,0,1,2
M264314131,0,1,1,2
C1528379994,1,0,1,2
C473266052,0,1,1,2
C1468057846,1,0,1,2
C1166059072,0,1,1,2
C1052255464,1,0,1,3
C234529941,1,0,1,2
M1266804093,0,1,1,2
C666411170,1,0,1,4
C10725470,0,3,3,4
C192402017,1,0,1,2
M1367293223,0,1,1,2
C561503469,1,0,1,2
M1026224957,0,1,1,2
C1083398336,1,0,1,4
C1981752351,0,3,3,4
C212119788,1,0,1,2
C73187175,0,1,1,2
C262721489,1,0,1,6
C541553064,0,5,5,6
C1078653673,1,0,1,2
C608863500,0,1,1,2
C260986726,1,0,1,2
C1947782351,0,1,1,2
C200465971,1,0,1,2
C1498696352,0,1,1,2
C545054929,1,0,1,3
C1624548121,0,2,2,3
C512880132,1,0,1,2
C1190181813,0,1,1,2
C1447053117,1,0,1,2
C1520193156,0,1,1,2
C668372066,1,0,1,2
M1905464754,0,1,1,2
C390217887,1,0,1,2
M791237034,0,1,1,2
C1104716087,1,0,1,2
C770483354,0,1,1,2
C199370771,1,0,1,2
M168956687,0,1,1,2
C1198409421,1,0,1,2
M2083483622,0,1,1,2
C488363281,1,0,1,2
M2116446613,0,1,1,2
C1180175712,1,0,1,2
M165446665,0,1,1,2
C1632977596,1,0,1,2
M2031843941,0,1,1,2
C1307853489,1,0,1,2
C1984945412,0,1,1,2
C1890585602,1,0,1,2
C689610192,0,1,1,2
C270215683,1,0,1,2
M1048398601,0,1,1,2
C578645818,1,0,1,5
C757734131,0,4,4,5
C311448084,1,0,1,2
C2082035004,0,1,1,2
C141461527,1,0,1,2
M11574805,0,1,1,2
C663292302,1,0,1,2
M769797084,0,1,1,2
C828890888,1,0,1,2
M1895096461,0,1,1,2
C109563429,1,0,1,2
M572360217,0,1,1,2
C651647947,1,0,1,2
C1465918599,0,1,1,2
C1154465659,1,0,1,3
C570366176,0,2,2,3
C1365840859,1,0,1,2
M684805277,0,1,1,2
C592254076,1,0,1,2
C1170625225,0,1,1,2
C166171076,1,0,1,2
C143559014,0,1,1,2
C947071662,1,0,1,3
C623570860,0,2,2,3
C157681356,1,0,1,2
M1453667242,0,1,1,2
C1510172609,1,0,1,2
C118520376,0,1,1,2
C22014583,1,0,1,2
C992235770,0,1,1,2
C1613173979,1,0,1,2
M1722976535,0,1,1,2
C395625738,1,0,1,2
C481558018,0,1,1,2
C2000253157,1,0,1,2
M1987598693,0,1,1,2
C1386002921,1,0,1,2
M135046440,0,1,1,2
C1732999815,1,0,1,2
M1442647866,0,1,1,2
C1958429982,1,0,1,2
C73639629,0,1,1,2
C850444869,1,0,1,3
C473985625,1,0,1,2
C1134616715,0,1,1,2
C897443053,1,0,1,2
C2069988169,0,1,1,2
C1927013138,1,0,1,2
C102814732,0,1,1,2
C766162676,1,0,1,3
C1212044871,0,2,2,3
C864732713,1,0,1,2
M789845364,0,1,1,2
C790592139,1,0,1,4
C1897595911,0,3,3,4
C734755173,1,0,1,2
M230371338,0,1,1,2
C1134685013,1,0,1,2
C288281871,0,1,1,2
C2055326073,1,0,1,2
M1928185971,0,1,1,2
C1159565595,1,0,1,2
C201474654,0,1,1,2
C1861243750,1,0,1,3
C341037285,0,2,2,3
C973860087,1,0,1,2
M1317021389,0,1,1,2
C1546217139,1,0,1,2
M1467190276,0,1,1,2
C1449225561,1,0,1,2
M967177723,0,1,1,2
C2060670846,1,0,1,6
C552741883,0,5,5,6
C397495782,1,0,1,4
C132718642,0,3,3,4
C2132373457,1,0,1,3
C44357709,0,2,2,3
C947304442,1,0,1,2
M903792079,0,1,1,2
C2116748993,1,0,1,2
C1018997379,0,1,1,2
C1198935839,1,0,1,2
M775251616,0,1,1,2
C2037107341,1,0,1,2
M268996513,0,1,1,2
C1119308800,1,0,1,2
M52990720,0,1,1,2
C665048893,1,0,1,2
C1225972522,0,1,1,2
C1630475557,1,0,1,2
M1015729089,0,1,1,2
C160868643,1,0,1,2
C1377774115,0,1,1,2
C2006028689,1,0,1,2
M1976752501,0,1,1,2
C1557791090,1,0,1,2
M566559789,0,1,1,2
C1786993173,1,0,1,4
C1780948880,0,3,3,4
C424975184,1,0,1,2
M507794452,0,1,1,2
C1314628579,1,0,1,2
C994466695,0,1,1,2
C903527336,1,0,1,2
M1536412203,0,1,1,2
C194052441,1,0,1,2
M1046593233,0,1,1,2
C55377551,1,0,1,3
C1357155606,0,2,2,3
C309137278,1,0,1,2
C759851305,0,1,1,2
C2026398866,1,0,1,2
M412278103,0,1,1,2
C1142538021,1,0,1,2
C1844615584,0,1,1,2
C1378777189,1,0,1,2
M211323490,0,1,1,2
C194248093,1,0,1,2
C1451834657,0,1,1,2
C479857005,1,0,1,2
C388028580,0,1,1,2
C255778730,1,0,1,5
C708589066,0,4,4,5
C1298022154,1,0,1,5
C1536228074,0,4,4,5
C1607178804,1,0,1,2
C928837304,0,1,1,2
C371058435,1,0,1,6
C2084365054,0,5,5,6
C520229946,1,0,1,2
C722738732,0,1,1,2
C1889916216,1,0,1,2
M677107889,0,1,1,2
C297153468,1,0,1,2
M1055162397,0,1,1,2
C504373960,1,0,1,2
C410572595,0,1,1,2
C1068115028,1,0,1,2
M1235777009,0,1,1,2
C555555537,1,0,1,3
C519164214,0,2,2,3
C859684477,1,0,1,2
M97709664,0,1,1,2
C911240828,1,0,1,3
C759668657,0,2,2,3
C166064008,1,0,1,2
M1343534408,0,1,1,2
C1745653582,1,0,1,2
M1638319554,0,1,1,2
C645247070,1,0,1,2
M135938548,0,1,1,2
C1056163925,1,0,1,2
C1182420023,0,1,1,2
C2015766406,1,0,1,3
C1675991803,0,2,2,3
C718314663,1,0,1,2
M1608966198,0,1,1,2
C1760283812,1,0,1,3
C1413597807,0,2,2,3
C1896370799,1,0,1,2
C1108733182,0,1,1,2
C257695091,1,0,1,2
C1748598380,0,1,1,2
C1152139098,1,0,1,2
C1996334688,0,1,1,2
C2015511429,1,0,1,4
C782032074,0,3,3,4
C1027127603,1,0,1,2
C533102352,0,1,1,2
C2145128705,1,0,1,2
C2003576050,0,1,1,2
C472365770,1,0,1,2
M1997910156,0,1,1,2
C115500573,1,0,1,3
C1968837755,0,2,2,3
C2113219007,1,0,1,4
C1733326565,0,3,3,4
C28080839,1,0,1,3
C1675148615,0,2,2,3
C16385540,1,0,1,2
C2028398861,0,1,1,2
C1929416135,1,0,1,5
C1778300121,0,4,4,5
C1931763342,1,0,1,4
C1047485586,0,3,3,4
C320199501,1,0,1,2
M52618963,0,1,1,2
C1712249771,1,0,1,4
C586711602,0,3,3,4
C683687249,1,0,1,3
C510613433,0,2,2,3
C1085033561,1,0,1,3
C2038232225,0,2,2,3
C1625419741,1,0,1,2
C1092870957,0,1,1,2
C476202135,1,0,1,3
C418427225,0,2,2,3
C1613801792,1,0,1,3
C465764513,0,2,2,3
C1157340365,1,0,1,2
C1974477761,0,1,1,2
C1230199484,1,0,1,2
C423737054,0,1,1,2
C918625457,1,0,1,3
C666408968,0,2,2,3
C1643045857,1,0,1,2
M733976793,0,1,1,2
C1459776537,1,0,1,2
M7262582,0,1,1,2
C2025228692,1,0,1,3
C690603087,0,2,2,3
C863068082,1,0,1,2
M1164614595,0,1,1,2
C2067044899,1,0,1,2
C2136258090,0,1,1,2
C937353570,1,0,1,3
C1097311158,0,2,2,3
C1931707733,1,0,1,2
M364254966,0,1,1,2
C551624097,1,0,1,2
M1202198884,0,1,1,2
C120513321,1,0,1,2
C1490169156,0,1,1,2
C120136933,1,0,1,2
M693785897,0,1,1,2
C99783210,1,0,1,2
M8349506,0,1,1,2
C1774575475,1,0,1,2
C2126701510,0,1,1,2
C1390244637,1,0,1,2
C929278454,0,1,1,2
C607404425,1,0,1,2
M130681635,0,1,1,2
C56891895,1,0,1,2
C1519220186,0,1,1,2
C1519426731,1,0,1,2
C917434163,0,1,1,2
C834058480,1,0,1,2
M1117960030,0,1,1,2
C501456903,1,0,1,2
M153391101,0,1,1,2
C1452526345,1,0,1,2
M1274404239,0,1,1,2
C1434672359,1,0,1,2
M1708337494,0,1,1,2
C1350086576,1,0,1,2
C1849033638,0,1,1,2
C1620631652,1,0,1,2
C55233324,0,1,1,2
C219416262,1,0,1,3
C1001000998,0,2,2,3
C1933576640,1,0,1,4
C1903867630,0,3,3,4
C1342452244,1,0,1,4
C1453075166,0,3,3,4
C2004375092,1,0,1,2
M2121678700,0,1,1,2
C1789403317,1,0,1,3
C425699677,0,2,2,3
C312311894,1,0,1,3
C1846993517,0,2,2,3
C1137007445,1,0,1,2
M6020134,0,1,1,2
C1420583271,1,0,1,3
C1172123525,0,2,2,3
C738297975,1,0,1,2
C1785712433,0,1,1,2
C760804455,1,0,1,2
M1913813560,0,1,1,2
C469786821,1,0,1,2
C825247211,0,1,1,2
C1517032493,1,0,1,2
C730169492,0,1,1,2
C919112250,1,0,1,2
C580243920,0,1,1,2
C104363277,1,0,1,2
C1482640656,0,1,1,2
C1193211735,1,0,1,2
C1551851276,0,1,1,2
C1552131995,1,0,1,2
M576879103,0,1,1,2
C2120705596,1,0,1,2
M846456346,0,1,1,2
C267095766,1,0,1,3
C1405472119,0,2,2,3
C2110019743,1,0,1,2
C450970010,0,1,1,2
C1657617537,1,0,1,2
M113532602,0,1,1,2
C187154480,1,0,1,3
C1198261317,0,2,2,3
C696812106,1,0,1,3
C476037256,0,2,2,3
C576155200,1,0,1,2
C1656376637,0,1,1,2
C1970306672,1,0,1,2
M556021746,0,1,1,2
C1167978807,1,0,1,2
C447590471,0,1,1,2
C701088383,1,0,1,3
C876153644,0,2,2,3
C1202243268,1,0,1,2
M358707718,0,1,1,2
C1543473639,1,0,1,2
C1554802176,0,1,1,2
C809172218,1,0,1,2
C49651407,0,1,1,2
C1882714443,1,0,1,4
C1692299626,1,0,1,2
M1319901415,0,1,1,2
C2021180972,1,0,1,2
M225671471,0,1,1,2
C1535342414,1,0,1,6
C180689998,0,5,5,6
C1734885151,1,0,1,2
M961000039,0,1,1,2
C1171958803,1,0,1,2
M724775134,0,1,1,2
C1442962774,1,0,1,2
M652109217,0,1,1,2
C707701775,1,0,1,2
C544651376,0,1,1,2
C873008370,1,0,1,2
C1276895583,0,1,1,2
C278563879,1,0,1,2
C1048120175,0,1,1,2
C1974384071,1,0,1,2
C1419661029,0,1,1,2
C1164372693,1,0,1,7
C1573034846,1,0,1,2
C648720208,0,1,1,2
C1681936726,1,0,1,4
C1826722052,1,0,1,3
C781697815,0,2,2,3
C1036531753,1,0,1,4
C1541367656,0,3,3,4
C2046829710,1,0,1,2
M1884500717,0,1,1,2
C764482369,1,0,1,2
C148495707,0,1,1,2
C524979860,1,0,1,2
C815869760,0,1,1,2
C953409571,1,0,1,2
M710799967,0,1,1,2
C1239444942,1,0,1,2
C378582606,0,1,1,2
C1093718030,1,0,1,2
C154853820,0,1,1,2
C391395374,1,0,1,2
M483726465,0,1,1,2
C1284689485,1,0,1,4
C313652023,0,3,3,4
C413850408,1,0,1,2
M416270303,0,1,1,2
C1143423599,1,0,1,4
C2116967997,0,3,3,4
C959856491,1,0,1,2
C1293427047,0,1,1,2
C50954645,1,0,1,2
M1829557075,0,1,1,2
C145954385,1,0,1,2
M1739503999,0,1,1,2
C1391135537,1,0,1,2
M2132489095,0,1,1,2
C1188926906,1,0,1,2
C1030642737,0,1,1,2
C1155259589,1,0,1,2
C1660998358,0,1,1,2
C831564441,1,0,1,3
C3186578,0,2,2,3
C1086499465,1,0,1,2
C558297156,0,1,1,2
C1719515607,1,0,1,3
C1869837770,0,2,2,3
C1933742741,1,0,1,2
M982783545,0,1,1,2
C1753963245,1,0,1,3
C2038827838,0,2,2,3
C153206149,1,0,1,2
C998859239,0,1,1,2
C1533750078,1,0,1,2
C1648276474,0,1,1,2
C195208973,1,0,1,4
C1895783499,0,3,3,4
C1931207918,1,0,1,2
C1323441642,0,1,1,2
C85084712,1,0,1,7
C1699301595,0,6,6,7
C1871741611,1,0,1,5
C1616532095,0,4,4,5
C1875635845,1,0,1,2
M991933878,0,1,1,2
C1645136900,1,0,1,2
M92731383,0,1,1,2
C1469602415,1,0,1,3
C1353166947,0,2,2,3
C502751247,1,0,1,2
C248747510,0,1,1,2
C196708458,1,0,1,4
C1154103164,0,3,3,4
C628376710,1,0,1,2
C1005876254,0,1,1,2
C123867703,1,0,1,2
M1029512793,0,1,1,2
C1120839217,1,0,1,2
C879971920,0,1,1,2
C1790480640,1,0,1,2
C168390066,0,1,1,2
C57321833,1,0,1,2
C1588997837,0,1,1,2
C1130346283,1,0,1,3
C1271539986,0,2,2,3
C1966100845,1,0,1,2
M1226077848,0,1,1,2
C746071399,1,0,1,2
C1669276914,0,1,1,2
C1300399412,1,0,1,3
C696398816,0,2,2,3
C522189568,1,0,1,2
C1243373262,0,1,1,2
C1715327747,1,0,1,3
C453690836,0,2,2,3
C1279012315,1,0,1,2
C1841392893,0,1,1,2
C1248765546,1,0,1,3
C826898886,0,2,2,3
C223439604,1,0,1,2
M1882141381,0,1,1,2
C1036133342,1,0,1,2
M1963793477,0,1,1,2
C1090918536,1,0,1,3
C1338922467,0,2,2,3
C1258053663,1,0,1,2
C2012775515,0,1,1,2
C470237738,1,0,1,2
M1604810830,0,1,1,2
C49655150,1,0,1,3
C578115763,0,2,2,3
C35790315,1,0,1,4
C136934937,0,3,3,4
C726657934,1,0,1,2
M1835757585,0,1,1,2
C1506752947,1,0,1,5
C428540589,0,4,4,5
C1192304591,1,0,1,3
C1610762623,0,2,2,3
C401433966,1,0,1,2
M1709766734,0,1,1,2
C415566608,1,0,1,2
M1920807745,0,1,1,2
C1082640380,1,0,1,2
M831285461,0,1,1,2
C709149263,1,0,1,2
C1974464496,0,1,1,2
C1384879923,1,0,1,2
C1235634959,0,1,1,2
C10427441,1,0,1,3
C1155104282,1,0,1,2
M1730195519,0,1,1,2
C596782625,1,0,1,2
M1069565328,0,1,1,2
C871594770,1,0,1,3
C1260157261,0,2,2,3
C1883218132,1,0,1,2
M242881874,0,1,1,2
C1550978575,1,0,1,2
M1406123015,0,1,1,2
C1287407060,1,0,1,3
C1743043296,0,2,2,3
C745148348,1,0,1,2
C79889701,0,1,1,2
C693170893,1,0,1,2
C1185665433,0,1,1,2
C1950663576,1,0,1,4
C964189005,0,3,3,4
C253125816,1,0,1,2
M79618858,0,1,1,2
C301490326,1,0,1,2
C981198566,0,1,1,2
C723073128,1,0,1,2
M90700875,0,1,1,2
C317244643,1,0,1,3
C2137020320,0,2,2,3
C1747840294,1,0,1,3
C1930790097,0,2,2,3
C990363983,1,0,1,3
C280058570,0,2,2,3
C1183713674,1,0,1,2
M1143775852,0,1,1,2
C877763953,1,0,1,2
C178127975,0,1,1,2
C492637103,1,0,1,2
C968184398,0,1,1,2
C1019933442,1,0,1,2
C1833711508,0,1,1,2
C1912039934,1,0,1,2
C1678773318,0,1,1,2
C1450279544,1,0,1,2
C325057046,0,1,1,2
C428247434,1,0,1,3
C201482178,0,2,2,3
C542820190,1,0,1,3
C1427163215,0,2,2,3
C1458583396,1,0,1,3
C1761123232,0,2,2,3
C1122259942,1,0,1,4
C2112591260,0,3,3,4
C814535758,1,0,1,2
C42750281,0,1,1,2
C908426880,1,0,1,2
C281184253,0,1,1,2
C1328930125,1,0,1,3
C1092927729,0,2,2,3
C118427318,1,0,1,2
C1966365962,0,1,1,2
C2145430893,1,0,1,2
M1567863389,0,1,1,2
C967892210,1,0,1,3
C941404536,0,2,2,3
C1659003694,1,0,1,2
M374471159,0,1,1,2
C346614167,1,0,1,5
C2032646914,0,4,4,5
C93559740,1,0,1,3
C1937294500,0,2,2,3
C1076129766,1,0,1,2
M1222167271,0,1,1,2
C625566697,1,0,1,5
C326768034,1,0,1,2
C510624116,0,1,1,2
C424540501,1,0,1,2
C920586748,0,1,1,2
C684119236,1,0,1,4
C1381336453,0,3,3,4
C186175945,1,0,1,2
C166951275,0,1,1,2
C971455053,1,0,1,3
C690140219,0,2,2,3
C248797446,1,0,1,2
M2109621713,0,1,1,2
C1189856486,1,0,1,4
C1293276040,0,3,3,4
C2103433848,1,0,1,2
M1203132314,0,1,1,2
C1318080710,1,0,1,2
M1572631373,0,1,1,2
C1810582554,1,0,1,3
C581047398,0,2,2,3
C927845674,1,0,1,3
C392247094,0,2,2,3
C1556520190,1,0,1,3
C1664439369,0,2,2,3
C1276012460,1,0,1,2
M2109585466,0,1,1,2
C2132289027,1,0,1,2
M2096301998,0,1,1,2
C2116388110,1,0,1,5
C1890060906,0,4,4,5
C177575909,1,0,1,2
C555316907,0,1,1,2
C1605075676,1,0,1,3
C55345694,0,2,2,3
C1711227796,1,0,1,2
C1585598099,0,1,1,2
C771546769,1,0,1,2
C717795756,0,1,1,2
C1255633766,1,0,1,2
M2023768935,0,1,1,2
C1993483411,1,0,1,5
C639464273,0,4,4,5
C1444275503,1,0,1,2
M1535270428,0,1,1,2
C1887535665,1,0,1,2
M212722633,0,1,1,2
C661455369,1,0,1,2
C1032662142,0,1,1,2
C704044648,1,0,1,2
C1326336611,0,1,1,2
C755126393,1,0,1,3
C1035206597,0,2,2,3
C543841596,1,0,1,2
M513949571,0,1,1,2
C1600616700,1,0,1,4
C162860244,0,3,3,4
C1488010800,1,0,1,2
M1208583686,0,1,1,2
C888505818,1,0,1,2
M1555289553,0,1,1,2
C2011157326,1,0,1,2
C281552678,0,1,1,2
C52387862,1,0,1,2
C480726627,0,1,1,2
C1202075339,1,0,1,4
C1626935886,0,3,3,4
C1470723324,1,0,1,2
C1168856269,0,1,1,2
C381823744,1,0,1,2
M1196249029,0,1,1,2
C1098286246,1,0,1,2
M833010732,0,1,1,2
C2116108829,1,0,1,2
C1825900370,0,1,1,2
C1626229019,1,0,1,3
C580533329,0,2,2,3
C753682330,1,0,1,3
C1827261325,0,2,2,3
C1704235773,1,0,1,5
C986144715,1,0,1,2
C623250483,0,1,1,2
